"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"17540","NC_043325.1","DNA","dsDNA","Bracoviriform facetosae","Bracoviriform facetosae","Bracoviriform","Polydnaviriformidae",35842
"17541","NC_005948.1","DNA","ssDNA(+)","Villovirus Vf33","Villovirus Vf33","Villovirus","Inoviridae",7965
"17542","NC_022071.1","DNA","dsDNA","Mycobacterium phage Crossroads","Mycobacterium phage Crossroads","Faithunavirus","Vilmaviridae",76129
"17543","NC_024909.1","DNA","ssDNA","Caribou associated gemykrogvirus 1","Gemykrogvirus carib1","Gemykrogvirus","Genomoviridae",2232
"17544","NC_029070.1","DNA","dsDNA","Cronobacter phage Dev-CD-23823","Cronosvirus DevCD23823","Cronosvirus","Autographiviridae",41620
"17545","NC_039003.1","DNA","ssDNA(+/-)","Malachra yellow mosaic virus","Malachra yellow mosaic virus","Begomovirus","Geminiviridae",2739
"17546","NC_009021.1","RNA","ssRNA(+)","Rousettus bat coronavirus HKU9","Rousettus bat coronavirus HKU9","Betacoronavirus","Coronaviridae",29114
"17547","NC_055000.1","DNA","dsDNA","Lactococcus phage vB_Llc_bIBBA3","Ceduovirus bIBBA3","Ceduovirus","Unknown",21906
"17548","NC_007538.1","RNA","dsRNA","Rosellinia necatrix partitivirus 1-W8","Rosellinia necatrix virus 1","Betapartitivirus","Partitiviridae",2279
"17549","NC_019421.1","DNA","dsDNA","Clostridium phage phiMMP02","Colneyvirus MMP02","Colneyvirus","Unknown",48396
"17550","NC_006056.1","RNA","ssRNA(+)","Arabis mosaic virus","Nepovirus arabis","Nepovirus","Secoviridae",3820
"17551","NC_078932.1","RNA","ssRNA(-)","Ketapang virus","Orthobunyavirus bakauense","Orthobunyavirus","Peribunyaviridae",6958
"17552","NC_032541.1","RNA","ssRNA(-)","Beihai rhabdo-like virus 6","Crustavirus beihaiense","Crustavirus","Nyamiviridae",9663
"17553","NC_053210.1","DNA","dsDNA","Gordonia phage Dexdert","Dexdertvirus dexdert","Dexdertvirus","Unknown",55006
"17554","NC_038945.1","RNA","dsRNA","Wound tumor virus","Wound tumor virus","Phytoreovirus","Sedoreoviridae",2565
"17555","NC_026012.1","DNA","dsDNA","Tadarida brasiliensis polyomavirus 1","Tadarida brasiliensis polyomavirus 1","Unknown","Polyomaviridae",4882
"17556","NC_075300.1","DNA","ssDNA","Rodent stool-associated circular genome virus","Rodent stool-associated circular genome virus","Glamdringvirus","Vilyaviridae",2069
"17557","NC_022337.1","DNA","dsDNA","Propionibacterium phage PHL071N05","Pahexavirus PHL071N05","Pahexavirus","Unknown",29467
"17558","NC_040630.1","RNA","ssRNA(+)","Blackberry virus A","Blackberry virus A","Vitivirus","Betaflexiviridae",7285
"17559","NC_033188.1","RNA","RNA","Sanxia permutotetra-like virus 1","Sanxia permutotetra-like virus 1","Unknown","Unknown",4650
"17560","NC_011805.1","DNA","ssDNA(+/-)","Gossypium punctatum mild leaf curl virus","Gossypium punctatum mild leaf curl virus","Begomovirus","Geminiviridae",2737
"17561","NC_070718.1","DNA","dsDNA","Streptococcus phage SW3","Streptococcus phage SW3","Moineauvirus","Aliceevansviridae",37181
"17562","NC_000939.2","RNA","ssRNA(+)","Pothos latent virus","Aureusvirus aurei","Aureusvirus","Tombusviridae",4415
"17563","NC_042312.1","DNA","dsDNA","Mycobacterium phage George","Fromanvirus george","Fromanvirus","Unknown",51578
"17564","NC_047953.1","DNA","dsDNA","Pseudomonas phage vB_PaeP_130_113","Phikmvvirus pv130113","Phikmvvirus","Autographiviridae",44205
"17565","NC_029014.1","DNA","ssDNA(+)","Parabacteroides phage YZ-2015b","Parabacteroides phage YZ-2015b","Unknown","Microviridae",5001
"17566","NC_051678.1","DNA","dsDNA","Mycobacterium phage Lizziana","Cheoctovirus lizziana","Cheoctovirus","Unknown",58423
"17567","NC_001557.1","RNA","ssRNA(+)","Satellite tobacco mosaic virus","Tobacco virtovirus 1","Virtovirus","Unknown",1239
"17568","NC_054443.1","DNA","dsDNA","Mycobacterium phage Avocado","Avocadovirus avocado","Avocadovirus","Unknown",45389
"17569","NC_054813.1","DNA","dsDNA","Mycobacterium phage Malec","Turbidovirus malec","Turbidovirus","Unknown",53377
"17570","NC_033423.1","DNA","dsDNA","Lymphocystis disease virus Sa","Lymphocystis disease virus Sa","Lymphocystivirus","Iridoviridae",208501
"17571","NC_043613.1","RNA","ssRNA(-)","Enseada virus","Orthobunyavirus enseadaense","Orthobunyavirus","Peribunyaviridae",1114
"17572","NC_007563.1","RNA","dsRNA","Operophtera brumata reovirus","Operophtera brumata reovirus","Unknown","Unknown",2106
"17573","NC_016877.1","RNA","dsRNA","Spissistilus festinus reovirus","Spissistilus festinus reovirus","Unknown","Unknown",1761
"17574","NC_031459.1","DNA","ssDNA(+/-)","Malvastrum bright yellow mosaic virus","Malvastrum bright yellow mosaic virus","Begomovirus","Geminiviridae",2604
"17575","NC_015050.1","RNA","ssRNA(+)","Pepper vein yellows virus","Pepper vein yellows virus","Polerovirus","Solemoviridae",6244
"17576","NC_031098.1","DNA","dsDNA","Acinetobacter phage vB_AbaS_TRS1","Acinetobacter phage vB_AbaS_TRS1","Unknown","Unknown",40749
"17577","NC_025839.1","RNA","dsRNA","Dendrolimus punctatus cypovirus 22","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae",1339
"17578","NC_031027.1","DNA","dsDNA","Bacillus phage SageFayge","Wphvirus megatron","Wphvirus","Herelleviridae",162359
"17579","NC_038430.1","RNA","ssRNA(+)","Hepacivirus macronycteridis","Hepacivirus macronycteridis","Hepacivirus","Flaviviridae",9609
"17580","NC_005032.1","DNA","ssDNA(+/-)","Tomato leaf curl Philippines virus","Tomato leaf curl Philippines virus","Begomovirus","Geminiviridae",2755
"17581","NC_041851.1","DNA","dsDNA","Pseudomonas phage F_HA0480sp/Pa1651","Casadabanvirus FHA0480","Casadabanvirus","Unknown",37374
"17582","NC_038589.1","RNA","dsRNA","Eubenangee virus","Eubenangee virus","Orbivirus","Sedoreoviridae",1175
"17583","NC_073828.1","RNA","RNA","ssRNA phage SRR7976325_1","Qeihnovirus lutivicinum","Qeihnovirus","Atkinsviridae",3756
"17584","NC_078646.1","RNA","ssRNA(-)","Tjuloc virus","Quaranjavirus tyulekense","Quaranjavirus","Orthomyxoviridae",1710
"17585","NC_038482.1","DNA","ssDNA","Odonata associated gemycircularvirus 1","Gemycircularvirus odona1","Gemycircularvirus","Genomoviridae",2145
"17586","NC_047969.1","DNA","dsDNA","Klebsiella phage KP32_isolate 194","Przondovirus KP32i194","Przondovirus","Autographiviridae",41161
"17587","NC_023638.1","RNA","ssRNA(+)","Posavirus 2","Posavirus 2","Posavirus","Unknown",10220
"17588","NC_032262.1","RNA","RNA","Hubei lepidoptera virus 3","Hubei lepidoptera virus 3","Unknown","Unknown",1255
"17589","NC_070667.1","DNA","dsDNA","Streptococcus phage CHPC1148","Streptococcus phage CHPC1148","Moineauvirus","Aliceevansviridae",39069
"17590","NC_023584.1","DNA","dsDNA","Synechococcus phage S-MbCM100","Acionnavirus monteraybay","Acionnavirus","Kyanoviridae",170438
"17591","NC_073839.1","RNA","RNA","ssRNA phage Gerhypos.3_27","Scloravirus humicola","Scloravirus","Atkinsviridae",3550
"17592","NC_022002.1","DNA","ssDNA(+/-)","Grapevine red blotch virus","Grapevine red blotch virus","Grablovirus","Geminiviridae",3206
"17593","NC_034155.1","RNA","ssRNA(+)","Piura virus","Piura virus","Negevirus","Unknown",10050
"17594","NC_076224.1","DNA","ssDNA(-)","Torque teno Arctocephalus gazella virus 1","Sigmatorquevirus otari2","Sigmatorquevirus","Anelloviridae",2028
"17595","NC_074623.1","RNA","RNA","ssRNA phage Gephyllon.1_18","Gredihovirus neochorenecus","Gredihovirus","Steitzviridae",3897
"17596","NC_023860.1","DNA","ssDNA(+/-)","Porcine parvovirus 6","Copiparvovirus ungulate4","Copiparvovirus","Parvoviridae",6148
"17597","NC_030227.1","RNA","ssRNA(+)","Wuhan centipede virus","Wuhan centipede virus","Unknown","Unknown",23676
"17598","NC_031231.1","DNA","dsDNA","Arthrobacter phage KellEzio","Kelleziovirus kellezzio","Kelleziovirus","Unknown",58871
"17599","NC_001722.1","RNA","ssRNA-RT","Human immunodeficiency virus 2","Human immunodeficiency virus 2","Lentivirus","Retroviridae",10359
"17600","NC_040568.1","RNA","ssRNA(+)","Mume virus A","Mume virus A","Capillovirus","Betaflexiviridae",7644
"17601","NC_054943.1","DNA","dsDNA","Yersinia phage fPS-2","Tequatrovirus fps2","Tequatrovirus","Straboviridae",169060
"17602","NC_024772.1","DNA","ssDNA","Porcine associated porprismacovirus 5","Porcine associated porprismacovirus 5","Porprismacovirus","Smacoviridae",2590
"17603","NC_032198.1","RNA","RNA","Changjiang crawfish virus 4","Changjiang crawfish virus 4","Unknown","Unknown",9512
"17604","NC_076997.1","RNA","ssRNA(+)","Ornithogalum mosaic virus","Ornithogalum mosaic virus","Potyvirus","Potyviridae",9475
"17605","NC_037580.1","RNA","dsRNA","Callinectes sapidus reovirus 1","Callinectes sapidus reovirus 1","Unknown","Unknown",2706
"17606","NC_003765.1","RNA","dsRNA","Rice dwarf virus","Rice dwarf virus","Phytoreovirus","Sedoreoviridae",1224
"17607","NC_023732.1","DNA","dsDNA","Mycobacterium phage Rumpelstiltskin","Faithunavirus rumpelstiltskin","Faithunavirus","Vilmaviridae",69279
"17608","NC_043102.1","RNA","ssRNA(+)","Mamastrovirus 18","Mamastrovirus 18","Mamastrovirus","Astroviridae",5083
"17609","NC_033235.1","RNA","RNA","Sanxia picorna-like virus 10","Sanxia picorna-like virus 10","Unknown","Unknown",9596
"17610","NC_033260.1","RNA","RNA","Hubei macula-like virus 2","Hubei macula-like virus 2","Unknown","Unknown",6288
"17611","NC_035453.1","RNA","ssRNA(+)","Actinidia virus 1","Actinidia virus 1","Olivavirus","Closteroviridae",18848
"17612","NC_032443.1","RNA","RNA","Shahe isopoda virus 5","Shahe isopoda virus 5","Unknown","Unknown",4371
"17613","NC_042042.1","DNA","dsDNA","Streptomyces phage Scap1","Scapunavirus scap1","Scapunavirus","Unknown",43060
"17614","NC_055827.1","DNA","dsDNA","Mycobacterium phage DirkDirk","Bronvirus dirkdirk","Bronvirus","Vilmaviridae",68021
"17615","NC_010252.1","RNA","ssRNA(+/-)","Mammarenavirus cupixiense","Mammarenavirus cupixiense","Mammarenavirus","Arenaviridae",7106
"17616","NC_007670.1","RNA","dsRNA","Aedes pseudoscutellaris reovirus","Aedes pseudoscutellaris reovirus","Dinovernavirus","Spinareoviridae",3227
"17617","NC_077201.1","DNA","ssDNA(+/-)","Army ant associated cyclovirus 4","Army ant associated cyclovirus 4","Cyclovirus","Circoviridae",1786
"17618","NC_049446.1","DNA","dsDNA","Lactococcus phage 8V08","Skunavirus sv8V08","Skunavirus","Unknown",32312
"17619","NC_006383.2","RNA","ssRNA(-)","Peste des petits ruminants virus","Morbillivirus caprinae","Morbillivirus","Paramyxoviridae",15948
"17620","NC_073363.1","DNA","dsDNA","Microbacterium phage Cressida","Microbacterium phage Cressida","Mementomorivirus","Unknown",55957
"17621","NC_008937.1","DNA","dsDNA","Ichnoviriform fumiferanae","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae",2759
"17622","NC_006001.1","RNA","dsRNA","St Croix River virus","St Croix River virus","Orbivirus","Sedoreoviridae",1664
"17623","NC_003542.1","RNA","ssRNA(+)","Cowpea chlorotic mottle virus","Cowpea chlorotic mottle virus","Bromovirus","Bromoviridae",2173
"17624","NC_049442.1","DNA","dsDNA","Arthrobacter phage KBurrousTX","Klausavirus kburrousTX","Klausavirus","Unknown",71020
"17625","NC_033280.1","RNA","RNA","Hubei unio douglasiae virus 1","Hubei unio douglasiae virus 1","Unknown","Unknown",3215
"17626","NC_070983.1","DNA","dsDNA","Escherichia phage IME267","Escherichia phage IME267","Kuravirus","Unknown",76631
"17627","NC_076405.1","DNA","ssDNA(+/-)","Capybara associated cyclovirus 1","Cyclovirus roedor","Cyclovirus","Circoviridae",1897
"17628","NC_074542.1","RNA","RNA","ssRNA phage Zoerhiza.2_16","Weheuvirus terradaptatum","Weheuvirus","Steitzviridae",4069
"17629","NC_023503.1","DNA","dsDNA","Streptococcus phage 20617","Brussowvirus 20617","Brussowvirus","Aliceevansviridae",48800
"17630","NC_007544.1","RNA","dsRNA","Rotavirus C","Rotavirus C","Rotavirus","Sedoreoviridae",1270
"17631","NC_010248.1","RNA","ssRNA(+/-)","Mammarenavirus oliverosense","Mammarenavirus oliverosense","Mammarenavirus","Arenaviridae",3535
"17632","NC_007549.1","RNA","dsRNA","Adult diarrheal rotavirus strain J19","Rotavirus H","Rotavirus","Sedoreoviridae",2969
"17633","NC_021928.1","RNA","ssRNA(-)","Human parainfluenza virus 4a","Orthorubulavirus hominis","Orthorubulavirus","Paramyxoviridae",17052
"17634","NC_003734.1","RNA","dsRNA","Rice black streaked dwarf virus","Rice black streaked dwarf virus","Fijivirus","Spinareoviridae",3812
"17635","NC_076890.1","DNA","ssDNA","Entamoeba-associated CRESS DNA virus 4","Angainorvirus turin","Angainorvirus","Nenyaviridae",1876
"17636","NC_044047.1","RNA","ssRNA(+)","Norovirus dog/GVI.1/HKU_Ca026F/2007/HKG","Norwalk virus","Norovirus","Caliciviridae",7637
"17637","NC_038617.1","RNA","dsRNA","Warrego virus","Warrego virus","Orbivirus","Sedoreoviridae",838
"17638","NC_029801.1","RNA","dsRNA","Porcine picobirnavirus","Porcine picobirnavirus","Picobirnavirus","Picobirnaviridae",2666
"17639","NC_043158.1","RNA","ssRNA(+)","Pleione virus Y","Pleione virus Y","Potyvirus","Potyviridae",1645
"17640","NC_040574.1","RNA","ssRNA(+)","Culex Iflavi-like virus 4","Culex Iflavi-like virus 4","Unknown","Iflaviridae",9673
"17641","NC_030477.1","DNA","ssDNA(+/-)","Circovirus-like genome DHCV-3","Circovirus-like genome DHCV-3","Unknown","Circoviridae",2029
"17642","NC_028862.1","DNA","dsDNA","Staphylococcus phage vB_SauS_phi2","Triavirus tv2","Triavirus","Unknown",44222
"17643","NC_047887.1","DNA","dsDNA","Pectobacterium phage DU_PP_V","Hongcheonvirus DUPPV","Hongcheonvirus","Demerecviridae",106185
"17644","NC_078647.1","RNA","ssRNA(+)","Acheta domesticus iflavirus","Iflavirus achedomestici","Iflavirus","Iflaviridae",9047
"17645","NC_026623.1","RNA","ssRNA(+)","Cacipacore virus","Orthoflavivirus cacipacoreense","Orthoflavivirus","Flaviviridae",10284
"17646","NC_016568.1","DNA","dsDNA","Helicobacter phage phiHP33","Helicobacter phage phiHP33","Schmidvirus","Unknown",24645
"17647","NC_047809.1","DNA","dsDNA","Escherichia phage vB_EcoP_K","Vectrevirus kay","Vectrevirus","Autographiviridae",37775
"17648","NC_054650.1","DNA","dsDNA","Shigella phage DS8","Deseoctovirus DS8","Deseoctovirus","Unknown",44605
"17649","NC_070852.1","DNA","dsDNA","Rhizobium phage RHph_I1_6","Rhizobium phage RHph_I1_6","Unknown","Schitoviridae",77174
"17650","NC_074288.1","RNA","RNA","ssRNA phage Zoerhiza.4_14","Cohrdavirus arvadaptatum","Cohrdavirus","Steitzviridae",4083
"17651","NC_004912.1","RNA","ssRNA(-)","Influenza A virus (A/Hong Kong/1073/99(H9N2))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2225
"17652","NC_033196.1","RNA","RNA","Sanxia water strider virus 19","Sanxia water strider virus 19","Unknown","Unknown",4981
"17653","NC_022069.1","DNA","dsDNA","Mycobacterium phage Jabbawokkie","Mycobacterium phage Jabbawokkie","Avanivirus","Unknown",55213
"17654","NC_032129.1","RNA","RNA","Beihai mollusks virus 1","Beihai mollusks virus 1","Unknown","Unknown",8805
"17655","NC_038455.1","DNA","ssDNA(+/-)","Sauropus leaf curl virus","Sauropus leaf curl virus","Begomovirus","Geminiviridae",2762
"17656","NC_048079.1","DNA","dsDNA","Escherichia phage C5","Teseptimavirus C5","Teseptimavirus","Autographiviridae",39551
"17657","NC_032251.1","RNA","RNA","Hubei sobemo-like virus 40","Hubei sobemo-like virus 40","Unknown","Unknown",2802
"17658","NC_028966.1","DNA","dsDNA","Tsukamurella phage TIN3","Tinduovirus TIN3","Tinduovirus","Unknown",76269
"17659","NC_071067.1","DNA","dsDNA","Streptococcus phage CHPC1248","Streptococcus phage CHPC1248","Unknown","Unknown",38383
"17660","NC_022331.2","DNA","dsDNA","Mycobacterium phage Bane1","Coopervirus bane1","Coopervirus","Unknown",69309
"17661","NC_001542.1","RNA","ssRNA(-)","Lyssavirus rabies","Lyssavirus rabies","Lyssavirus","Rhabdoviridae",11932
"17662","NC_038282.1","RNA","ssRNA(-)","Ekpoma virus 1","Tibrovirus alphaekpoma","Tibrovirus","Rhabdoviridae",12659
"17663","NC_055172.1","RNA","ssRNA(-)","Wenling yellow goosefish hantavirus","Actinovirus lophii","Actinovirus","Hantaviridae",6403
"17664","NC_011590.1","RNA","ssRNA","Pepper chat fruit viroid","Pepper chat fruit viroid","Pospiviroid","Pospiviroidae",348
"17665","NC_071038.1","DNA","dsDNA","Salmonella phage vB_STy-RN29","Salmonella phage vB_STy-RN29","Tequintavirus","Demerecviridae",110591
"17666","NC_038674.1","RNA","ssRNA(+)","Rio Negro virus","Rio Negro virus","Alphavirus","Togaviridae",11494
"17667","NC_012788.1","DNA","dsDNA","Mycobacterium phage Angel","Mycobacterium virus Halo","Liefievirus","Unknown",41441
"17668","NC_038775.1","RNA","ssRNA(+)","Rice stripe necrosis virus","Rice stripe necrosis virus","Benyvirus","Benyviridae",6634
"17669","NC_003433.1","RNA","ssRNA(+)","Sleeping disease virus","Salmon pancreas disease virus","Alphavirus","Togaviridae",11900
"17670","NC_038636.1","RNA","dsRNA","Scophthalmus maximus reovirus","Aquareovirus E","Aquareovirus","Spinareoviridae",2241
"17671","NC_002169.1","DNA","dsDNA","Spodoptera exigua multiple nucleopolyhedrovirus","Spodoptera exigua multiple nucleopolyhedrovirus","Alphabaculovirus","Baculoviridae",135611
"17672","NC_055358.1","RNA","ssRNA(+/-)","Odrenisrou virus","Phlebovirus odrenisrouense","Phlebovirus","Phenuiviridae",1692
"17673","NC_043389.1","RNA","ssRNA(-)","Ranunculus white mottle virus","Ophiovirus ranunculi","Ophiovirus","Aspiviridae",4018
"17674","NC_074342.1","RNA","RNA","ssRNA phage Gerhypos.4_52","Gredihovirus terradaptatum","Gredihovirus","Steitzviridae",4439
"17675","NC_070997.1","DNA","dsDNA","Gordonia phage EricDab","Ericdabvirus ericdab","Ericdabvirus","Unknown",16658
"17676","NC_047921.1","DNA","dsDNA","Gordonia phage Flakey","Montyvirus flakey","Montyvirus","Unknown",76889
"17677","NC_049388.1","DNA","dsDNA","Peduovirus P24C9","Peduovirus P24C9","Peduovirus","Peduoviridae",32150
"17678","NC_031087.1","DNA","dsDNA","Klebsiella phage vB_KpnM_KpV477","Jiaodavirus kpv477","Jiaodavirus","Straboviridae",168272
"17679","NC_074152.1","RNA","RNA","ssRNA phage SRR7976299_13","Fahrmivirus limadaptatum","Fahrmivirus","Solspiviridae",4061
"17680","NC_010791.1","DNA","ssDNA(+/-)","Ramie mosaic virus","Tomato leaf curl Hsinchu virus","Begomovirus","Geminiviridae",2738
"17681","NC_035797.1","DNA","dsDNA","Squirrelpox virus Berlin_2015","Squirrelpox virus Berlin_2015","Unknown","Poxviridae",142974
"17682","NC_018833.1","RNA","ssRNA(+)","Iranian johnsongrass mosaic virus","Zea mosaic virus","Potyvirus","Potyviridae",9544
"17683","NC_076380.1","RNA","ssRNA(+)","Cladosporium cladosporioides ourmia-like virus 1","Cladosporium magoulivirus 1","Magoulivirus","Botourmiaviridae",2857
"17684","NC_043520.1","DNA","dsDNA","Lonomia obliqua multiple nucleopolyhedrovirus","Alphabaculovirus lonobliquae","Alphabaculovirus","Baculoviridae",120023
"17685","NC_014968.1","DNA","ssDNA(+/-)","Sweet potato leaf curl Uganda virus-[Uganda:Kampala:2008]","Sweet potato leaf curl Uganda virus","Begomovirus","Geminiviridae",2799
"17686","NC_076598.1","RNA","ssRNA","Neofusicoccum luteum fusarivirus 1","Alphafusarivirus neofusicocci","Alphafusarivirus","Fusariviridae",6244
"17687","NC_032256.1","RNA","ssRNA(-)","Hubei lepidoptera virus 1","Hudovirus lepidopteris","Hudovirus","Phenuiviridae",1254
"17688","NC_019447.1","DNA","dsDNA","Brucella phage Pr","Perisivirus Pr","Perisivirus","Unknown",38253
