"","Id","molecule","Molecule_type","Organism_Name","Species","Genus","Family","Length"
"6807","NC_032761.1","RNA","RNA","Changjiang picorna-like virus 4","Changjiang picorna-like virus 4","Unknown","Unknown",8923
"6808","NC_003848.1","RNA","RNA","Strawberry latent ringspot virus satellite RNA","Strawberry latent ringspot virus satellite RNA","Unknown","Unknown",1118
"6809","NC_001479.1","RNA","ssRNA(+)","Encephalomyocarditis virus","Cardiovirus A","Cardiovirus","Picornaviridae",7835
"6810","NC_043560.1","RNA","ssRNA(-)","Jamestown Canyon virus","Orthobunyavirus jamestownense","Orthobunyavirus","Peribunyaviridae",4510
"6811","NC_078324.1","RNA","ssRNA(-)","Meram virus","Orthonairovirus meramense","Orthonairovirus","Nairoviridae",1458
"6812","NC_001814.1","RNA","ssRNA(+)","Ryegrass mosaic virus","Ryegrass mosaic virus","Rymovirus","Potyviridae",9535
"6813","NC_010703.1","RNA","ssRNA(+/-)","Mammarenavirus whitewaterense","Mammarenavirus whitewaterense","Mammarenavirus","Arenaviridae",7132
"6814","NC_040463.1","RNA","ssRNA-RT","Saesbyeol virus","Saesbyeol virus","Unknown","Retroviridae",1912
"6815","NC_003630.1","RNA","ssRNA(+)","Pepper mild mottle virus","Pepper mild mottle virus","Tobamovirus","Virgaviridae",6357
"6816","NC_074628.1","RNA","RNA","ssRNA phage Esthiorhiza.2_50","Gredihovirus neohumenecus","Gredihovirus","Steitzviridae",4593
"6817","NC_078603.1","RNA","RNA","Penicillium roseopurpureum negative ssRNA virus 1","Orthodiscovirus penicillii","Orthodiscovirus","Discoviridae",1205
"6818","NC_055190.1","RNA","ssRNA(-)","Sanxia Water Strider Virus 2","Sawastrivirus sanxiaense","Sawastrivirus","Phasmaviridae",1628
"6819","NC_014709.1","RNA","dsRNA","Southern rice black-streaked dwarf virus","Southern rice black-streaked dwarf virus","Fijivirus","Spinareoviridae",2651
"6820","NC_009764.1","RNA","ssRNA(+)","Coleus vein necrosis virus","Coleus vein necrosis virus","Carlavirus","Betaflexiviridae",8727
"6821","NC_034460.1","RNA","ssRNA(-)","Kibale virus","Herbevirus kibaleense","Herbevirus","Peribunyaviridae",7427
"6822","NC_006946.1","RNA","ssRNA(+)","Apricot pseudo-chlorotic leaf spot virus","Apricot pseudo-chlorotic leaf spot virus","Trichovirus","Betaflexiviridae",7494
"6823","NC_032889.1","RNA","RNA","Beihai sobemo-like virus 2","Beihai sobemo-like virus 2","Unknown","Unknown",2930
"6824","NC_025846.1","RNA","dsRNA","Dendrolimus punctatus cypovirus 22","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae",3713
"6825","NC_078032.1","RNA","ssRNA(-)","blackberry leaf mottle-associated virus","Emaravirus rubi","Emaravirus","Fimoviridae",1504
"6826","NC_014530.1","RNA","dsRNA","Great Island virus","Great Island virus","Orbivirus","Sedoreoviridae",1056
"6827","NC_028378.1","RNA","dsRNA","Papaya meleira virus","Papaya meleira virus","Unknown","Totiviridae",8768
"6828","NC_040742.1","RNA","ssRNA(+/-)","Alstroemeria yellow spot virus","Orthotospovirus alstroemeriflavi","Orthotospovirus","Tospoviridae",8865
"6829","NC_003764.1","RNA","dsRNA","Rice dwarf virus","Rice dwarf virus","Phytoreovirus","Sedoreoviridae",1397
"6830","NC_007649.1","RNA","dsRNA","Oryza rufipogon alphaendornavirus","Oryza rufipogon alphaendornavirus","Alphaendornavirus","Endornaviridae",13936
"6831","NC_033305.1","RNA","RNA","Hubei mosquito virus 2","Hubei mosquito virus 2","Unknown","Unknown",3159
"6832","NC_033210.1","RNA","RNA","Hubei picorna-like virus 33","Hubei picorna-like virus 33","Unknown","Unknown",9658
"6833","NC_073957.1","RNA","ssRNA(+)","ssRNA phage SRR6960799_17","Hihdivirus caenenecus","Hihdivirus","Fiersviridae",4099
"6834","NC_008173.1","RNA","dsRNA","Micromonas pusilla reovirus","Micromonas pusilla reovirus","Mimoreovirus","Sedoreoviridae",3129
"6835","NC_012539.1","RNA","dsRNA","Homalodisca vitripennis reovirus","Homalodisca vitripennis reovirus","Phytoreovirus","Sedoreoviridae",2521
"6836","NC_075298.1","RNA","ssRNA(-)","Soybean leaf-associated negative-stranded RNA virus 3","Botrytimonavirus glycinis","Botrytimonavirus","Mymonaviridae",6218
"6837","NC_026435.1","RNA","ssRNA(-)","Influenza A virus (A/California/07/2009(H1N1))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",2274
"6838","NC_020442.1","RNA","dsRNA","Melaka orthoreovirus","Pteropine orthoreovirus","Orthoreovirus","Spinareoviridae",2145
"6839","NC_002728.1","RNA","ssRNA(-)","Henipavirus nipahense","Henipavirus nipahense","Henipavirus","Paramyxoviridae",18246
"6840","NC_013267.1","RNA","ssRNA(+)","Melandrium yellow fleck virus","Melandrium yellow fleck virus","Bromovirus","Bromoviridae",2862
"6841","NC_025114.1","RNA","ssRNA(+)","Salivirus FHB","Salivirus FHB","Salivirus","Picornaviridae",7998
"6842","NC_076583.1","RNA","ssRNA","Macrophomina phaseolina single-stranded RNA virus 1","Alphafusarivirus macrophominae","Alphafusarivirus","Fusariviridae",6356
"6843","NC_032793.1","RNA","ssRNA(-)","Wenling crustacean virus 12","Crustavirus wenlingense","Crustavirus","Nyamiviridae",7447
"6844","NC_003767.1","RNA","dsRNA","Rice dwarf virus","Rice dwarf virus","Phytoreovirus","Sedoreoviridae",1036
"6845","NC_038601.1","RNA","dsRNA","Lebombo virus","Lebombo virus","Orbivirus","Sedoreoviridae",1736
"6846","NC_043180.1","RNA","dsRNA","Eriocheir sinensis reovirus","Eriocheir sinensis reovirus","Cardoreovirus","Sedoreoviridae",4243
"6847","NC_074455.1","RNA","RNA","ssRNA phage SRR5466369_3","Psouhdivirus caenivivens","Psouhdivirus","Steitzviridae",3725
"6848","NC_018138.1","RNA","ssRNA(+/-)","SFTS virus HB29","Bandavirus dabieense","Bandavirus","Phenuiviridae",3378
"6849","NC_013219.1","RNA","ssRNA(+)","Turnip ringspot virus","Turnip ringspot virus","Comovirus","Secoviridae",3985
"6850","NC_015412.1","RNA","ssRNA(+/-)","Sandfly fever Turkey virus","Phlebovirus siciliaense","Phlebovirus","Phenuiviridae",6439
"6851","NC_005234.1","RNA","ssRNA(-)","Orthohantavirus dobravaense","Orthohantavirus dobravaense","Orthohantavirus","Hantaviridae",3635
"6852","NC_033220.1","RNA","RNA","Hubei tombus-like virus 36","Hubei tombus-like virus 36","Unknown","Unknown",4168
"6853","NC_055144.1","RNA","ssRNA(+)","Sclerotinia sclerotiorum ourmia-like virus 1","Sclerotinia scleroulivirus 1","Scleroulivirus","Botourmiaviridae",3180
"6854","NC_012869.1","RNA","ssRNA(+)","Hydrangea chlorotic mottle virus","Hydrangea chlorotic mottle virus","Carlavirus","Betaflexiviridae",8433
"6855","NC_039204.1","RNA","ssRNA(+/-)","Orthotospovirus polygonianuli","Orthotospovirus polygonianuli","Orthotospovirus","Tospoviridae",8893
"6856","NC_078376.1","RNA","ssRNA(-)","Palo verde broom virus","Emaravirus parkinsoniae","Emaravirus","Fimoviridae",2104
"6857","NC_023684.1","RNA","dsRNA","Rhizoctonia solani dsRNA virus 2","Rhizoctonia solani dsRNA virus 2","Unknown","Partitiviridae",2020
"6858","NC_032553.1","RNA","RNA","Beihai picorna-like virus 44","Beihai picorna-like virus 44","Unknown","Unknown",8711
"6859","NC_074182.1","RNA","RNA","ssRNA phage SRR6960507_1","Hehrovirus borborohabitans","Hehrovirus","Blumeviridae",4376
"6860","NC_033126.1","RNA","RNA","Hubei picorna-like virus 13","Hubei picorna-like virus 13","Unknown","Unknown",8848
"6861","NC_026620.1","RNA","ssRNA(+)","Jutiapa virus","Orthoflavivirus jutiapaense","Orthoflavivirus","Flaviviridae",10125
"6862","NC_078069.1","RNA","ssRNA(+/-)","Kismaayo virus","Bandavirus kismaayoense","Bandavirus","Phenuiviridae",3329
"6863","NC_032145.1","RNA","ssRNA(-)","Wenling crustacean virus 9","Lincruvirus wenlingense","Lincruvirus","Cruliviridae",799
"6864","NC_078527.1","RNA","ssRNA(-)","Rainbow trout orthomyxovirus-1","Mykissvirus tructae","Mykissvirus","Orthomyxoviridae",1875
"6865","NC_078247.1","RNA","ssRNA(+/-)","Corfou virus","Phlebovirus corfouense","Phlebovirus","Phenuiviridae",4329
"6866","NC_009242.1","RNA","dsRNA","Rice gall dwarf virus","Rice gall dwarf virus","Phytoreovirus","Sedoreoviridae",1198
"6867","NC_026508.1","RNA","RNA","Cucurbit aphid borne yellows virus associated RNA","Cucurbit aphid borne yellows virus associated RNA","Unknown","Unknown",2934
"6868","NC_010732.1","RNA","ssRNA(+)","Tobacco vein distorting virus","Tobacco vein distorting virus","Polerovirus","Solemoviridae",5920
"6869","NC_033452.1","RNA","RNA","Wuchan romanomermis nematode virus 3","Wuchan romanomermis nematode virus 3","Unknown","Unknown",2645
"6870","NC_055939.1","RNA","ssRNA(-)","Scaldis River bee virus","Ollusvirus scaldisense","Ollusvirus","Aliusviridae",14130
"6871","NC_077974.1","RNA","ssRNA(-)","Apeu virus","Orthobunyavirus apeuense","Orthobunyavirus","Peribunyaviridae",6935
"6872","NC_027536.1","RNA","dsRNA","Chenuda virus","Chenuda virus","Orbivirus","Sedoreoviridae",1931
"6873","NC_038729.1","RNA","ssRNA(-)","Gamboa virus","Orthobunyavirus gamboaense","Orthobunyavirus","Peribunyaviridae",6945
"6874","NC_038739.1","RNA","ssRNA(-)","Kairi virus","Orthobunyavirus insulae","Orthobunyavirus","Peribunyaviridae",4594
"6875","NC_078875.1","RNA","ssRNA(-)","hymenopteran phasma-related virus OKIAV227","Orthophasmavirus chrysis","Orthophasmavirus","Phasmaviridae",2547
"6876","NC_028380.1","RNA","ssRNA(+)","sicinivirus A1","Sicinivirus A","Sicinivirus","Picornaviridae",9809
"6877","NC_032585.1","RNA","RNA","Beihai picorna-like virus 49","Beihai picorna-like virus 49","Unknown","Unknown",8407
"6878","NC_012932.1","RNA","ssRNA(+)","Aedes flavivirus","Aedes flavivirus","Flavivirus","Flaviviridae",11064
"6879","NC_009041.1","RNA","ssRNA(+)","Rehmannia mosaic virus","Rehmannia mosaic virus","Tobamovirus","Virgaviridae",6395
"6880","NC_021178.1","RNA","ssRNA(+)","Canine picodicistrovirus","Cadicivirus A","Dicipivirus","Picornaviridae",8785
"6881","NC_055218.1","RNA","ssRNA(-)","Estero Real virus","Orthonairovirus esteroense","Orthonairovirus","Nairoviridae",1640
"6882","NC_038825.1","RNA","dsRNA","Flammulina velutipes browning virus","Flammulina velutipes browning virus","Alphapartitivirus","Partitiviridae",1730
"6883","NC_032980.1","RNA","RNA","Beihai weivirus-like virus 5","Beihai weivirus-like virus 5","Unknown","Unknown",4409
"6884","NC_032202.1","RNA","RNA","Beihai tombus-like virus 4","Beihai tombus-like virus 4","Unknown","Unknown",5201
"6885","NC_074479.1","RNA","RNA","ssRNA phage Gephyllon.1_25","Pujohnavirus solivicinum","Pujohnavirus","Steitzviridae",4122
"6886","NC_002027.1","RNA","ssRNA(+)","Brome mosaic virus","Brome mosaic virus","Bromovirus","Bromoviridae",2865
"6887","NC_038258.1","RNA","ssRNA(-)","Phasivirus baduense","Phasivirus baduense","Phasivirus","Phenuiviridae",3871
"6888","NC_003547.1","RNA","ssRNA(+)","Citrus leaf rugose virus","Citrus leaf rugose virus","Ilarvirus","Bromoviridae",2990
"6889","NC_018458.1","RNA","ssRNA(+)","Grapevine virus F","Grapevine virus F","Vitivirus","Betaflexiviridae",7551
"6890","NC_007526.1","RNA","dsRNA","Mycoreovirus 3","Mycoreovirus 3","Mycoreovirus","Spinareoviridae",1509
"6891","NC_010736.1","RNA","ssRNA(+)","Algerian watermelon mosaic virus","Algerian watermelon mosaic virus","Potyvirus","Potyviridae",9842
"6892","NC_006018.1","RNA","dsRNA","African horse sickness virus","African horse sickness virus","Orbivirus","Sedoreoviridae",1566
"6893","NC_033076.1","RNA","RNA","Changjiang tombus-like virus 4","Changjiang tombus-like virus 4","Unknown","Unknown",3694
"6894","NC_074294.1","RNA","RNA","ssRNA phage Zoerhiza.1_18","Erimutivirus chthonovicinum","Erimutivirus","Steitzviridae",3720
"6895","NC_033246.1","RNA","RNA","Sanxia picorna-like virus 3","Sanxia picorna-like virus 3","Unknown","Unknown",8903
"6896","NC_074013.1","RNA","ssRNA(+)","ssRNA phage SRR7976326_3","Monamovirus asiovicinum","Monamovirus","Fiersviridae",4032
"6897","NC_076202.1","RNA","ssRNA(+)","Entoleuca ourmia-like virus 1","Betabotoulivirus entoleucae","Betabotoulivirus","Botourmiaviridae",3412
"6898","NC_005974.1","RNA","ssRNA(-)","Maize fine streak nucleorhabdovirus","Gammanucleorhabdovirus maydis","Gammanucleorhabdovirus","Rhabdoviridae",13782
"6899","NC_007566.1","RNA","dsRNA","Operophtera brumata reovirus","Operophtera brumata reovirus","Unknown","Unknown",1584
"6900","NC_074621.1","RNA","RNA","ssRNA phage Esthiorhiza.4_7","Gredihovirus neoagrivivens","Gredihovirus","Steitzviridae",3845
"6901","NC_078895.1","RNA","ssRNA(-)","Termeil virus","Termeil virus","Unknown","Peribunyaviridae",963
"6902","NC_027813.1","RNA","dsRNA","Fengkai orbivirus","Tibet orbivirus","Orbivirus","Sedoreoviridae",1979
"6903","NC_001550.1","RNA","ssRNA-RT","Mason-Pfizer monkey virus","Mason-Pfizer monkey virus","Betaretrovirus","Retroviridae",8557
"6904","NC_074396.1","RNA","RNA","ssRNA phage Zoerhiza.4_13","Kehruavirus agricola","Kehruavirus","Steitzviridae",4104
"6905","NC_033264.1","RNA","RNA","Hubei narna-like virus 13","Hubei narna-like virus 13","Unknown","Unknown",2469
"6906","NC_073937.1","RNA","ssRNA(+)","ssRNA phage Gephyllon.3_5","Dihsdivirus solenecus","Dihsdivirus","Fiersviridae",3918
"6907","NC_003631.1","RNA","ssRNA(+)","Satellite maize white line mosaic virus","Maize aumaivirus 1","Aumaivirus","Unknown",1168
"6908","NC_040734.1","RNA","ssRNA(-)","Oz virus","Thogotovirus ozense","Thogotovirus","Orthomyxoviridae",960
"6909","NC_055275.1","RNA","RNA","Fusarium redolens polymycovirus 1","Fusarium redolens polymycovirus 1","Polymycovirus","Polymycoviridae",1224
"6910","NC_074179.1","RNA","RNA","ssRNA phage SRR6960799_3","Dehgumevirus asiovivens","Dehgumevirus","Blumeviridae",4610
"6911","NC_003465.1","RNA","ssRNA(+)","Apple mosaic virus","Apple mosaic virus","Ilarvirus","Bromoviridae",2979
"6912","NC_040472.1","RNA","dsRNA","Nephila clavipes virus 6","Nephila clavipes virus 6","Unknown","Unknown",2617
"6913","NC_025789.1","RNA","ssRNA(+)","Garlic virus B","Garlic virus B","Allexivirus","Alphaflexiviridae",8336
"6914","NC_004174.1","RNA","dsRNA","Pseudomonas phage phi12","Cystovirus phi12","Cystovirus","Cystoviridae",2322
"6915","NC_036596.1","RNA","dsRNA","Fusarium graminearum alternavirus 1","Fusarium graminearum alternavirus 1","Alternavirus","Alternaviridae",3524
"6916","NC_031762.1","RNA","ssRNA(+/-)","Zucchini lethal chlorosis virus","Orthotospovirus cucurbichlorosis","Orthotospovirus","Tospoviridae",8885
"6917","NC_032977.1","RNA","RNA","Beihai sphaeromadae virus 1","Beihai sphaeromadae virus 1","Unknown","Unknown",9538
"6918","NC_001340.1","RNA","ssRNA","Apple scar skin viroid","Apple scar skin viroid","Apscaviroid","Pospiviroidae",329
"6919","NC_055447.1","RNA","ssRNA(+)","Maize-associated pteridovirus","Pteridovirus maydis","Pteridovirus","Mayoviridae",2713
"6920","NC_038625.1","RNA","dsRNA","Green River chinook virus","Aquareovirus B","Aquareovirus","Spinareoviridae",2050
"6921","NC_004220.1","RNA","dsRNA","Banna virus strain JKT-6423","Banna virus","Seadornavirus","Sedoreoviridae",1716
"6922","NC_006307.2","RNA","ssRNA(-)","Influenza C virus (C/Ann Arbor/1/50)","Gammainfluenzavirus influenzae","Gammainfluenzavirus","Orthomyxoviridae",2365
"6923","NC_033144.1","RNA","RNA","Wenzhou narna-like virus 7","Wenzhou narna-like virus 7","Unknown","Unknown",3206
"6924","NC_034443.1","RNA","ssRNA(-)","Le Dantec virus","Ledantevirus ledantec","Ledantevirus","Rhabdoviridae",11450
"6925","NC_004209.1","RNA","dsRNA","Kadipiro virus","Kadipiro virus","Seadornavirus","Sedoreoviridae",1259
"6926","NC_078040.1","RNA","RNA","Aspergillus spelaeus tetramycovirus 1","Aspergillus spelaeus polymycovirus 1","Polymycovirus","Polymycoviridae",1194
"6927","NC_074597.1","RNA","RNA","ssRNA phage Zoerhiza.4_6","Gredihovirus chorovivens","Gredihovirus","Steitzviridae",3919
"6928","NC_078302.1","RNA","ssRNA(+/-)","Penshurt virus","Phlebovirus penshurtense","Phlebovirus","Phenuiviridae",1670
"6929","NC_038232.1","RNA","ssRNA(+/-)","Iris yellow spot virus","Orthotospovirus iridimaculaflavi","Orthotospovirus","Tospoviridae",4838
"6930","NC_016876.1","RNA","dsRNA","Spissistilus festinus reovirus","Spissistilus festinus reovirus","Unknown","Unknown",2031
"6931","NC_006496.1","RNA","ssRNA(-)","Thogotovirus thogotoense","Thogotovirus thogotoense","Thogotovirus","Orthomyxoviridae",1927
"6932","NC_043617.1","RNA","ssRNA(-)","Fort Sherman virus","Orthobunyavirus shermanense","Orthobunyavirus","Peribunyaviridae",6883
"6933","NC_007363.1","RNA","ssRNA(-)","Influenza A virus (A/goose/Guangdong/1/1996(H5N1))","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae",1027
"6934","NC_040758.1","RNA","RNA","Yongsan bunyavirus 1","Yongsan bunyavirus 1","Unknown","Unknown",1860
"6935","NC_032739.1","RNA","ssRNA(-)","Wenling crustacean virus 10","Alphacrustrhavirus wenling","Alphacrustrhavirus","Rhabdoviridae",11938
"6936","NC_077117.1","RNA","ssRNA(-)","Xinjiang mymona-like virus 2","Xinjiang mymona-like virus 2","Unknown","Mymonaviridae",6056
"6937","NC_027534.1","RNA","dsRNA","Chenuda virus","Chenuda virus","Orbivirus","Sedoreoviridae",3895
"6938","NC_055534.1","RNA","RNA","Apple rubbery wood virus 2","Rubodvirus prosserense","Rubodvirus","Phenuiviridae",7340
"6939","NC_011553.1","RNA","ssRNA(+)","Blackberry chlorotic ringspot virus","Blackberry chlorotic ringspot virus","Ilarvirus","Bromoviridae",3478
"6940","NC_055226.1","RNA","dsRNA","Shuangao chryso-like virus 1","Alphachrysovirus shuangaoense","Alphachrysovirus","Chrysoviridae",3059
"6941","NC_074219.1","RNA","RNA","ssRNA phage SRR5466727_10","Alehxovirus asiohabitans","Alehxovirus","Steitzviridae",3845
"6942","NC_034468.1","RNA","ssRNA(-)","Kibale virus","Herbevirus kibaleense","Herbevirus","Peribunyaviridae",2683
"6943","NC_078242.1","RNA","ssRNA(-)","Gan Gan virus","Orthobunyavirus ganganense","Orthobunyavirus","Peribunyaviridae",4359
"6944","NC_040842.1","RNA","ssRNA(+)","Potexvirus sp.","Potexvirus sp.","Potexvirus","Alphaflexiviridae",5839
"6945","NC_076906.1","RNA","ssRNA(-)","Solenopsis invicta virus 15","Formivirus solenopsi","Formivirus","Nyamiviridae",10128
"6946","NC_033734.1","RNA","RNA","Xinzhou nematode virus 7","Xinzhou nematode virus 7","Unknown","Unknown",3243
"6947","NC_032276.1","RNA","ssRNA(-)","Hubei diptera virus 5","Phasivirus hubeiense","Phasivirus","Phenuiviridae",6974
"6948","NC_038271.1","RNA","ssRNA(-)","Bat Paramyxovirus Epo_spe/AR1/DRC/2009","Bat mumps orthorubulavirus","Orthorubulavirus","Paramyxoviridae",15378
"6949","NC_055356.1","RNA","RNA","Zaliv Terpeniya virus","Uukuvirus tyulenyense","Uukuvirus","Phenuiviridae",6422
"6950","NC_032871.1","RNA","RNA","Shahe picorna-like virus 7","Shahe picorna-like virus 7","Unknown","Unknown",10076
"6951","NC_033291.1","RNA","ssRNA(-)","Wenling crustacean virus 14","Chuvivirus brunnichi","Chuvivirus","Chuviridae",6699
"6952","NC_074055.1","RNA","ssRNA(+)","ssRNA phage Gerhypos.1_43","Phobpsivirus agricola","Phobpsivirus","Fiersviridae",3799
"6953","NC_021548.1","RNA","dsRNA","Human rotavirus B","Rotavirus B","Rotavirus","Sedoreoviridae",1007
"6954","NC_018710.1","RNA","ssRNA(+/-)","Lunk virus NKS-1","Mammarenavirus lunkense","Mammarenavirus","Arenaviridae",3419
"6955","NC_074537.1","RNA","RNA","ssRNA phage Gerhypos.3_15","Weheuvirus tellurenecus","Weheuvirus","Steitzviridae",4454
"6956","NC_034170.1","RNA","dsRNA","Fall chinook aquareovirus","Fall chinook aquareovirus","Aquareovirus","Spinareoviridae",3702
"6957","NC_025367.1","RNA","dsRNA","Ustilaginoidea virens RNA virus M","Ustilaginoidea virens RNA virus M","Victorivirus","Totiviridae",2714
"6958","NC_073971.1","RNA","ssRNA(+)","ssRNA phage SRR6960799_10","Jupbevirus asiohabitans","Jupbevirus","Fiersviridae",4013
"6959","NC_033112.1","RNA","RNA","Hubei picorna-like virus 14","Hubei picorna-like virus 14","Unknown","Unknown",9435
"6960","NC_040446.1","RNA","dsRNA","Daphnis nerii cypovirus","Daphnis nerii cypovirus","Cypovirus","Spinareoviridae",1861
"6961","NC_033758.1","RNA","RNA","Beihai shrimp virus 3","Beihai shrimp virus 3","Unknown","Unknown",3605
