"","Accession","Species","Genus","Family"
"16674","NC_048712.1","Susfortunavirus susfortuna","Susfortunavirus","Guelinviridae"
"16678","NC_043671.1","Betachrysovirus secupenicillii","Betachrysovirus","Chrysoviridae"
"16679","NC_011523.1","Betatectivirus AP50","Betatectivirus","Tectiviridae"
"16680","NC_043178.1","Quailpox virus","Avipoxvirus","Poxviridae"
"16681","NC_048006.1","Epseptimavirus S114","Epseptimavirus","Demerecviridae"
"16685","NC_049493.1","Lazarusvirus lazarus","Lazarusvirus","Straboviridae"
"16686","NC_031026.1","Tlsvirus phSE2","Tlsvirus","Drexlerviridae"
"16689","NC_073919.1","Condavirus arvivicinum","Condavirus","Fiersviridae"
"16690","NC_055353.1","Uukuvirus uriae","Uukuvirus","Phenuiviridae"
"16692","NC_029993.1","Alfalfa enamovirus 1","Enamovirus","Solemoviridae"
"16693","NC_075980.1","Teschovirus A","Teschovirus","Picornaviridae"
"16695","NC_017913.1","Tomato yellow leaf distortion virus","Begomovirus","Geminiviridae"
"16696","NC_009742.1","Telosma mosaic virus","Potyvirus","Potyviridae"
"16697","NC_078411.1","Emaravirus camelliae","Emaravirus","Fimoviridae"
"16699","NC_078845.1","Comovirus andesense","Comovirus","Secoviridae"
"16700","NC_006431.1","Betahypovirus americanum","Betahypovirus","Hypoviridae"
"16701","NC_007820.1","Alphatrevirus NC35","Alphatrevirus","Microviridae"
"16702","NC_012671.1","Quang Binh virus","Flavivirus","Flaviviridae"
"16703","NC_074543.1","Weheuvirus terrenecus","Weheuvirus","Steitzviridae"
"16704","NC_008994.1","Ichnoviriform fugitivi","Ichnoviriform","Polydnaviriformidae"
"16705","NC_055283.1","Magnaporthe oryzae polymycovirus 1","Polymycovirus","Polymycoviridae"
"16706","NC_043046.1","Goukovirus cumutoense","Goukovirus","Phenuiviridae"
"16708","NC_043221.1","Abutilon yellows virus","Crinivirus","Closteroviridae"
"16710","NC_070661.1","Streptococcus phage CHPC1041","Moineauvirus","Aliceevansviridae"
"16711","NC_023641.1","Lagenaria siceraria alphaendornavirus","Alphaendornavirus","Endornaviridae"
"16712","NC_075086.1","Wheat dwarf virus","Mastrevirus","Geminiviridae"
"16713","NC_024692.1","Gammanudivirus pemonodonis","Gammanudivirus","Nudiviridae"
"16714","NC_076676.1","Duamitovirus rhso34","Duamitovirus","Mitoviridae"
"16715","NC_008181.1","Micromonas pusilla reovirus","Mimoreovirus","Sedoreoviridae"
"16718","NC_003357.1","Soybean crinkle leaf virus","Begomovirus","Geminiviridae"
"16720","NC_078058.1","Phlebovirus uriuranaense","Phlebovirus","Phenuiviridae"
"16721","NC_049844.1","Webervirus wv13","Webervirus","Drexlerviridae"
"16722","NC_078226.1","Orthonairovirus parahaemorrhagiae","Orthonairovirus","Nairoviridae"
"16723","NC_047732.1","Kayvirus G1","Kayvirus","Herelleviridae"
"16724","NC_070682.1","Streptococcus phage CHPC950","Moineauvirus","Aliceevansviridae"
"16725","NC_025842.1","Dendrolimus punctatus cypovirus 22","Cypovirus","Spinareoviridae"
"16727","NC_078674.1","Cilevirus oahuense","Cilevirus","Kitaviridae"
"16728","NC_055767.1","Foxborovirus kidneybean","Foxborovirus","Zierdtviridae"
"16729","NC_007028.1","Bracoviriform demolitoris","Bracoviriform","Polydnaviriformidae"
"16730","NC_078907.1","Turnip ringspot virus","Comovirus","Secoviridae"
"16732","NC_004658.1","Sida golden mosaic Costa Rica virus","Begomovirus","Geminiviridae"
"16733","NC_078047.1","Uukuvirus schmidti","Uukuvirus","Phenuiviridae"
"16734","NC_076376.1","Gemycircularvirus gopha2","Gemycircularvirus","Genomoviridae"
"16736","NC_028875.1","Malvastrum yellow vein Chitwan betasatellite","Betasatellite","Tolecusatellitidae"
"16737","NC_007674.1","Aedes pseudoscutellaris reovirus","Dinovernavirus","Spinareoviridae"
"16738","NC_076164.1","Simplexvirus macacinealpha1","Simplexvirus","Orthoherpesviridae"
"16739","NC_075422.1","Pepper vein yellows virus","Polerovirus","Solemoviridae"
"16740","NC_078094.1","Ixovirus heckscherense","Ixovirus","Phenuiviridae"
"16742","NC_024766.1","Avisivirus B","Avisivirus","Picornaviridae"
"16743","NC_055114.1","Peropuvirus hubeiense","Peropuvirus","Artoviridae"
"16745","NC_001362.1","Murine leukemia virus","Gammaretrovirus","Retroviridae"
"16746","NC_043450.1","Bandavirus dabieense","Bandavirus","Phenuiviridae"
"16748","NC_055181.1","Orthobunyavirus macauaense","Orthobunyavirus","Peribunyaviridae"
"16749","NC_014708.1","Southern rice black-streaked dwarf virus","Fijivirus","Spinareoviridae"
"16750","NC_038606.1","Orungo virus","Orbivirus","Sedoreoviridae"
"16751","NC_001721.1","Alphanecrovirus oleae","Alphanecrovirus","Tombusviridae"
"16752","NC_026252.1","Human smacovirus 1","Huchismacovirus","Smacoviridae"
"16753","NC_038425.1","Hepacivirus equi","Hepacivirus","Flaviviridae"
"16755","NC_025478.1","Lilac leaf chlorosis virus","Ilarvirus","Bromoviridae"
"16756","NC_047806.1","Vectrevirus bee","Vectrevirus","Autographiviridae"
"16757","NC_025890.1","Torchivirus A","Torchivirus","Picornaviridae"
"16759","NC_078870.1","Orthophasmavirus philoctetis","Orthophasmavirus","Phasmaviridae"
"16761","NC_040743.1","Orthotospovirus alstroemeriflavi","Orthotospovirus","Tospoviridae"
"16762","NC_043397.1","Aspergillus ochraceous virus","Gammapartitivirus","Partitiviridae"
"16763","NC_008851.1","Ichnoviriform fumiferanae","Ichnoviriform","Polydnaviriformidae"
"16764","NC_043273.1","Bracoviriform inaniti","Bracoviriform","Polydnaviriformidae"
"16765","NC_006147.2","Dependoparvovirus anseriform1","Dependoparvovirus","Parvoviridae"
"16766","NC_038441.1","Chilli leaf curl Kanpur virus","Begomovirus","Geminiviridae"
"16771","NC_077030.1","Werosea circovirus","Circovirus","Circoviridae"
"16775","NC_014137.1","Iflavirus apistardum","Iflavirus","Iflaviridae"
"16776","NC_001483.1","Foxtail mosaic virus","Potexvirus","Alphaflexiviridae"
"16778","NC_003732.1","Rice black streaked dwarf virus","Fijivirus","Spinareoviridae"
"16779","NC_055537.1","Rubodvirus prosserense","Rubodvirus","Phenuiviridae"
"16780","NC_010277.2","Alphapolyomavirus quintihominis","Alphapolyomavirus","Polyomaviridae"
"16783","NC_008582.1","Pipapillomavirus 2","Pipapillomavirus","Papillomaviridae"
"16784","NC_004108.1","Orthobunyavirus lacrosseense","Orthobunyavirus","Peribunyaviridae"
"16785","NC_018832.1","Redjacvirus redjac","Redjacvirus","Casjensviridae"
"16786","NC_063268.1","Varicellovirus bovinealpha1","Varicellovirus","Orthoherpesviridae"
"16787","NC_006432.1","Orthoebolavirus sudanense","Orthoebolavirus","Filoviridae"
"16788","NC_032105.1","Simian mastadenovirus I","Mastadenovirus","Adenoviridae"
"16790","NC_024360.1","Pecentumvirus LMSP25","Pecentumvirus","Herelleviridae"
"16791","NC_026945.1","Circovirus zebrafinch","Circovirus","Circoviridae"
"16793","NC_075989.1","Chaphamaparvovirus galliform3","Chaphamaparvovirus","Parvoviridae"
"16794","NC_009234.1","Tigrvirus E202","Tigrvirus","Peduoviridae"
"16795","NC_007525.1","Mycoreovirus 3","Mycoreovirus","Spinareoviridae"
"16796","NC_027215.1","Tomato yellow leaf curl Mali virus","Begomovirus","Geminiviridae"
"16797","NC_025381.1","Hibiscus latent Fort Pierce virus","Tobamovirus","Virgaviridae"
"16799","NC_015288.1","Vellamovirus syn1","Vellamovirus","Kyanoviridae"
"16800","NC_075135.1","Maize streak virus","Mastrevirus","Geminiviridae"
"16801","AC_000004.1","Duck atadenovirus A","Atadenovirus","Adenoviridae"
"16804","NC_009383.1","Phlox virus S","Carlavirus","Betaflexiviridae"
"16805","NC_040768.1","Trichoderma harzianum orthocurvulavirus 1","Orthocurvulavirus","Curvulaviridae"
"16806","NC_030922.1","Mamastrovirus 1","Mamastrovirus","Astroviridae"
"16807","NC_075293.1","Porprismacovirus macas1","Porprismacovirus","Smacoviridae"
"16808","NC_038661.1","Nelson Bay orthoreovirus","Orthoreovirus","Spinareoviridae"
"16810","NC_076768.1","Betascleroulivirus deltaplasmoparae","Betascleroulivirus","Botourmiaviridae"
"16812","NC_018715.1","Datura leaf distortion virus","Begomovirus","Geminiviridae"
"16814","NC_002513.1","Ovine mastadenovirus A","Mastadenovirus","Adenoviridae"
"16815","NC_038467.1","Tomato bright yellow mosaic virus","Begomovirus","Geminiviridae"
"16816","NC_039183.1","Orthobunyavirus teteense","Orthobunyavirus","Peribunyaviridae"
"16817","NC_047781.1","Przondovirus BIS33","Przondovirus","Autographiviridae"
"16818","NC_006439.1","Mammarenavirus caliense","Mammarenavirus","Arenaviridae"
"16821","NC_038792.1","Cabbage leaf curl Jamaica virus","Begomovirus","Geminiviridae"
"16822","NC_034172.1","Fall chinook aquareovirus","Aquareovirus","Spinareoviridae"
"16823","NC_052650.1","Myohalovirus phiH","Myohalovirus","Vertoviridae"
"16825","NC_028661.1","Ghunavirus PPPL1","Ghunavirus","Autographiviridae"
"16826","NC_038632.1","Aquareovirus B","Aquareovirus","Spinareoviridae"
"16827","NC_003011.1","Cypovirus 14","Cypovirus","Spinareoviridae"
"16829","NC_075107.1","Sugarcane striate virus","Mastrevirus","Geminiviridae"
"16831","NC_043250.1","Feldmannia irregularis virus a","Phaeovirus","Phycodnaviridae"
"16832","NC_055127.1","African cassava mosaic Burkina Faso virus","Begomovirus","Geminiviridae"
"16835","NC_047864.1","Teetrevirus T3Luria","Teetrevirus","Autographiviridae"
"16836","NC_079066.1","Karaka Okahu purepure emaravirus","Emaravirus","Fimoviridae"
"16837","NC_078399.1","Emaravirus pyri","Emaravirus","Fimoviridae"
"16838","NC_043547.1","Orthobunyavirus tensawense","Orthobunyavirus","Peribunyaviridae"
"16841","NC_034627.1","Usarudivirus SIRV5","Usarudivirus","Rudiviridae"
"16843","NC_043664.1","Alphachrysovirus macrophominae","Alphachrysovirus","Chrysoviridae"
"16844","NC_021550.1","Rotavirus B","Rotavirus","Sedoreoviridae"
"16848","NC_075297.1","Sclerotimonavirus illinoisense","Sclerotimonavirus","Mymonaviridae"
"16849","NC_014069.1","Alphatorquevirus homin4","Alphatorquevirus","Anelloviridae"
"16850","NC_021331.1","Hanrivervirus pSf1","Hanrivervirus","Drexlerviridae"
"16852","NC_054926.1","Tequatrovirus oe5505","Tequatrovirus","Straboviridae"
"16853","NC_077913.1","Orthobunyavirus matruhense","Orthobunyavirus","Peribunyaviridae"
"16854","NC_014361.1","Alphapolyomavirus octihominis","Alphapolyomavirus","Polyomaviridae"
"16855","NC_038728.1","Orthobunyavirus catuense","Orthobunyavirus","Peribunyaviridae"
"16856","NC_078465.1","Lactarius tabidus orthocurvulavirus 1","Orthocurvulavirus","Curvulaviridae"
"16857","NC_018872.2","Pokeweed mosaic virus","Potyvirus","Potyviridae"
"16859","NC_074432.1","Milihnovirus solihabitans","Milihnovirus","Steitzviridae"
"16860","NC_033840.1","Phlebovirus uriuranaense","Phlebovirus","Phenuiviridae"
"16861","NC_007918.1","Gammapleolipovirus His2","Gammapleolipovirus","Pleolipoviridae"
"16863","NC_004018.1","Gremmeniella abietina RNA virus MS1","Gammapartitivirus","Partitiviridae"
"16865","NC_073887.1","Brudgevirus borborovicinum","Brudgevirus","Fiersviridae"
"16866","NC_038841.1","Heterobasidion partitivirus 8","Betapartitivirus","Partitiviridae"
"16867","NC_033288.1","Yingvirus shaheense","Yingvirus","Qinviridae"
"16868","NC_047835.1","Tequintavirus OSYSP","Tequintavirus","Demerecviridae"
"16869","NC_070704.1","Streptococcus phage P7602","Moineauvirus","Aliceevansviridae"
"16870","NC_030393.1","Unuamitovirus crri1","Unuamitovirus","Mitoviridae"
"16873","NC_076206.1","Xitorquevirus didel1","Xitorquevirus","Anelloviridae"
"16874","NC_074177.1","Cehntrovirus agrihabitans","Cehntrovirus","Blumeviridae"
"16876","NC_015506.1","Banana streak CA virus","Badnavirus","Caulimoviridae"
"16877","NC_055544.1","Verbena mottle virus","Begomovirus","Geminiviridae"
"16878","NC_015283.1","Thaumasvirus stim4","Thaumasvirus","Kyanoviridae"
"16879","NC_078857.1","Orthodiscovirus coniellae","Orthodiscovirus","Discoviridae"
"16880","NC_012786.1","Passionfruit severe leaf distortion virus","Begomovirus","Geminiviridae"
"16882","NC_055758.1","Pleakleyvirus pleakley","Pleakleyvirus","Zierdtviridae"
"16883","NC_055643.1","Emaravirus cordylinae","Emaravirus","Fimoviridae"
"16884","NC_035759.1","Coguvirus citri","Coguvirus","Phenuiviridae"
"16885","NC_007656.1","Yunnan orbivirus","Orbivirus","Sedoreoviridae"
"16886","NC_020078.1","Cronosvirus GAP227","Cronosvirus","Autographiviridae"
"16887","NC_076746.1","Magoulivirus etaplasmoparae","Magoulivirus","Botourmiaviridae"
"16888","NC_003549.1","Comovirus vignae","Comovirus","Secoviridae"
"16890","NC_038826.1","Flammulina velutipes browning virus","Alphapartitivirus","Partitiviridae"
"16893","NC_004814.1","Fischettivirus C1","Fischettivirus","Rountreeviridae"
"16894","NC_077984.1","Orthobunyavirus bruconhaense","Orthobunyavirus","Peribunyaviridae"
"16895","NC_078428.1","Emaravirus verbanni","Emaravirus","Fimoviridae"
"16899","NC_074127.1","Vohsuavirus limihabitans","Vohsuavirus","Fiersviridae"
"16900","NC_046964.1","Alphacoronavirus Bat-CoV/P.kuhlii/Italy/3398-19/2015","Alphacoronavirus","Coronaviridae"
"16901","NC_013036.1","Anatid alphaherpesvirus 1","Mardivirus","Orthoherpesviridae"
"16904","NC_003436.1","Porcine epidemic diarrhea virus","Alphacoronavirus","Coronaviridae"
"16905","NC_049455.1","Agtrevirus MK13","Agtrevirus","Ackermannviridae"
"16907","NC_049461.1","Peduovirus R18C","Peduovirus","Peduoviridae"
"16908","NC_028811.1","Myotis ricketti alphacoronavirus Sax-2011","Alphacoronavirus","Coronaviridae"
"16910","NC_010521.1","Squash vein yellowing virus","Ipomovirus","Potyviridae"
"16911","NC_021340.1","Halohivirus HHTV2","Halohivirus","Saparoviridae"
"16912","NC_078593.1","Nepovirus cari","Nepovirus","Secoviridae"
"16913","NC_076607.1","Waikavirus diospyri","Waikavirus","Secoviridae"
"16914","NC_007369.1","Alphainfluenzavirus influenzae","Alphainfluenzavirus","Orthomyxoviridae"
"16915","NC_033294.1","Crustacean mivirus","Mivirus","Chuviridae"
"16917","NC_023492.1","Cypovirus 2","Cypovirus","Spinareoviridae"
"16918","NC_067215.1","Burzaovirus intestinihominis","Burzaovirus","Suoliviridae"
"16919","NC_023488.1","Cypovirus 2","Cypovirus","Spinareoviridae"
"16925","NC_017918.2","Grapevine red blotch virus","Grablovirus","Geminiviridae"
"16926","NC_007552.1","Rotavirus H","Rotavirus","Sedoreoviridae"
"16927","NC_024120.1","Megrivirus A","Megrivirus","Picornaviridae"
"16928","NC_010297.1","Cardiospermum yellow leaf curl betasatellite","Betasatellite","Tolecusatellitidae"
"16931","NC_040428.1","Antennavirus striale","Antennavirus","Arenaviridae"
"16933","NC_005041.2","Blattambidensovirus blattodean1","Blattambidensovirus","Parvoviridae"
"16935","NC_005978.1","Alphachrysovirus helminthosporii","Alphachrysovirus","Chrysoviridae"
"16936","NC_074311.1","Gredihovirus neohumihabitans","Gredihovirus","Steitzviridae"
"16938","NC_049342.1","Wadgaonvirus wv5004651","Wadgaonvirus","Peduoviridae"
"16939","NC_016440.1","Garlic common latent virus","Carlavirus","Betaflexiviridae"
"16940","NC_009965.1","Itarudivirus ARV1","Itarudivirus","Rudiviridae"
"16941","NC_036593.1","Porcine circovirus-like virus P1","Circovirus","Circoviridae"
"16942","NC_007671.1","Aedes pseudoscutellaris reovirus","Dinovernavirus","Spinareoviridae"
"16944","NC_076397.1","Avian metaavulavirus 21","Metaavulavirus","Paramyxoviridae"
"16945","NC_038373.1","Orthohantavirus chocloense","Orthohantavirus","Hantaviridae"
"16946","NC_055365.1","Phlebovirus gordilense","Phlebovirus","Phenuiviridae"
"16947","NC_006649.1","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae"
"16948","NC_023489.1","Cypovirus 2","Cypovirus","Spinareoviridae"
"16951","NC_075334.1","Giant panda associated gemycircularvirus","Gemycircularvirus","Genomoviridae"
"16953","NC_054932.1","Tequatrovirus teqdroes","Tequatrovirus","Straboviridae"
"16954","NC_055831.1","Tequatrovirus nbeco","Tequatrovirus","Straboviridae"
"16958","NC_001605.1","Iotapapillomavirus 1","Iotapapillomavirus","Papillomaviridae"
"16962","NC_040466.1","Antennavirus hirsutum","Antennavirus","Arenaviridae"
"16963","NC_004778.3","Alphabaculovirus chofumiferanae","Alphabaculovirus","Baculoviridae"
"16964","NC_040728.1","Macaca mulatta papillomavirus 7","Gammapapillomavirus","Papillomaviridae"
"16965","NC_035474.1","Porprismacovirus humas3","Porprismacovirus","Smacoviridae"
"16966","NC_010251.1","Mammarenavirus amapariense","Mammarenavirus","Arenaviridae"
"16967","NC_032159.1","Beidivirus muscae","Beidivirus","Phenuiviridae"
"16969","NC_005981.1","Alphachrysovirus helminthosporii","Alphachrysovirus","Chrysoviridae"
"16970","NC_038756.1","Dichorhavirus coffeae","Dichorhavirus","Rhabdoviridae"
"16971","NC_075445.1","Grusopivirus C","Grusopivirus","Picornaviridae"
"16972","NC_055165.1","Decapod iridescent virus 1","Decapodiridovirus","Iridoviridae"
"16973","NC_030937.1","Pradovirus f30","Pradovirus","Autographiviridae"
"16975","NC_003627.1","Machlomovirus zeae","Machlomovirus","Tombusviridae"
"16977","NC_006642.1","Bracoviriform congregatae","Bracoviriform","Polydnaviriformidae"
"16980","NC_009759.1","Potato virus P","Carlavirus","Betaflexiviridae"
"16982","NC_073806.1","Lobdovirus arvadaptatum","Lobdovirus","Atkinsviridae"
"16983","NC_004214.1","Kadipiro virus","Seadornavirus","Sedoreoviridae"
"16984","NC_036473.1","Piscine orthoreovirus","Orthoreovirus","Spinareoviridae"
"16985","NC_033694.1","Palm Creek virus","Flavivirus","Flaviviridae"
"16986","NC_055422.1","Phlebovirus icoaraciense","Phlebovirus","Phenuiviridae"
"16987","NC_038887.1","Sida Brazil virus","Begomovirus","Geminiviridae"
"16988","NC_008249.1","Chickpea chlorotic stunt virus","Polerovirus","Solemoviridae"
"16989","NC_004101.1","Pepper golden mosaic virus","Begomovirus","Geminiviridae"
"16992","NC_076268.1","Papaya yellow leaf curl virus","Begomovirus","Geminiviridae"
"16993","NC_009448.2","Cardiovirus B","Cardiovirus","Picornaviridae"
"16994","NC_016154.1","Cytomegalovirus macacinebeta8","Cytomegalovirus","Orthoherpesviridae"
"16996","NC_073804.1","Lehptevirus borboradaptatum","Lehptevirus","Atkinsviridae"
"16999","NC_027701.1","Trichomonas vaginalis virus 1","Trichomonasvirus","Totiviridae"
"17001","NC_073893.1","Brudgevirus humadaptatum","Brudgevirus","Fiersviridae"
"17002","NC_029125.1","Rosellinia necatrix megabirnavirus 2-W8","Megabirnavirus","Megabirnaviridae"
"17004","NC_074376.1","Huhbevirus chthonadaptatum","Huhbevirus","Steitzviridae"
"17007","NC_023161.1","Pea necrotic yellow dwarf virus","Nanovirus","Nanoviridae"
"17008","NC_049822.1","Hanrivervirus G292","Hanrivervirus","Drexlerviridae"
"17009","NC_043203.1","Sweet potato leaf curl deltasatellite 3","Deltasatellite","Tolecusatellitidae"
"17010","NC_001468.1","African cassava mosaic virus","Begomovirus","Geminiviridae"
"17011","NC_074158.1","Intasivirus terricola","Intasivirus","Solspiviridae"
"17012","NC_031322.1","Goukovirus yichangense","Goukovirus","Phenuiviridae"
"17013","NC_076574.1","Duamitovirus rhce1","Duamitovirus","Mitoviridae"
